2024-01-22 12:33:02,,0
2024-01-22 12:33:22,,0
2024-01-22 12:43:45,,0
2024-01-22 12:44:06,,0
2024-01-22 12:44:26,,0
2024-01-22 12:45:37,,0
2024-01-22 12:45:57,,0
2024-01-22 12:46:17,,0
2024-01-22 12:46:37,,0
2024-01-22 12:46:57,,0
2024-01-22 12:47:18,,0
2024-01-22 12:47:38,,0
2024-01-22 12:49:49,,0
2024-01-22 12:50:09,,0
2024-01-22 12:50:54,,0
2024-01-22 12:51:15,,0
2024-01-22 12:51:35,,0
2024-01-22 12:51:45,,0
2024-01-22 12:52:05,,0
2024-01-22 12:52:24,,0
2024-01-22 12:53:45,,0
2024-01-22 12:54:06,,0
2024-01-22 12:54:16,,0
2024-01-22 12:54:41,,0
2024-01-22 12:55:01,,0
2024-01-22 12:55:21,,0
2024-01-22 12:55:41,,0
2024-01-22 12:57:21,,0
2024-01-22 12:57:41,,0
2024-01-22 12:58:03,,0
2024-01-22 12:58:23,,0
2024-01-22 12:58:43,,0
2024-01-22 12:59:03,,0
2024-01-22 12:59:23,,0
2024-01-22 12:59:43,,0
2024-01-22 13:00:04,,0
2024-01-22 13:00:24,,0
2024-01-22 13:00:41,,0
2024-01-22 13:01:05,,0
2024-01-22 14:41:23,,0
2024-01-22 14:42:16,,0
2024-01-22 14:42:36,,0
2024-01-22 14:42:56,,0
2024-01-22 14:43:16,,0
2024-01-22 14:43:36,,0
2024-01-22 14:43:56,,0
2024-01-22 14:44:16,,0
2024-01-22 14:44:37,,0
2024-01-22 14:46:34,,0
2024-01-22 14:48:43,,0
2024-01-22 14:50:05,,0
2024-01-22 14:50:30,,0
2024-01-22 14:50:50,,0
2024-01-22 14:51:10,,0
2024-01-22 14:51:30,,0
2024-01-22 14:51:50,,0
2024-01-22 14:52:10,,0
2024-01-22 14:52:30,,0
2024-01-22 14:52:50,,0
2024-01-22 14:53:10,,0
2024-01-22 14:53:30,,0
2024-01-22 14:53:51,,0
2024-01-22 14:54:11,,0
2024-01-22 14:54:31,,0
2024-01-22 14:54:51,,0
2024-01-22 14:55:11,,0
2024-01-22 14:55:31,,0
2024-01-22 14:55:51,,0
2024-01-22 14:56:11,,0
2024-01-22 14:56:31,,0
2024-01-22 14:56:51,,0
2024-01-22 14:57:11,,0
2024-01-22 14:57:31,,0
2024-01-22 14:57:51,,0
2024-01-22 14:58:11,,0
2024-01-22 14:58:31,,0
2024-01-22 14:58:51,,0
2024-01-22 15:01:07,,0
2024-01-22 15:13:54,,0
2024-01-22 15:15:00,,0
2024-01-22 15:18:17,,40.45
2024-01-22 15:18:37,,40.45
2024-01-22 15:18:46,,40.45
2024-01-22 15:19:03,,40.45
2024-01-22 15:20:33,,40.267
2024-01-22 15:21:07,,40.267
2024-01-22 15:21:37,,40.267
2024-01-22 15:22:33,,0
2024-01-22 15:38:33,,3.3357545E+33
2024-01-22 15:39:56,,3.335754467798425E+33
2024-01-22 15:40:17,,3.335754467798425E+33
2024-01-22 15:40:38,,3.335754467798425E+33
2024-01-22 15:40:58,,3.335754467798425E+33
2024-01-22 15:41:18,,3.335754467798425E+33
2024-01-22 15:41:38,,3.335754467798425E+33
2024-01-22 15:41:58,,3.335754467798425E+33
2024-01-22 15:42:18,,3.335754467798425E+33
2024-01-22 15:42:38,,3.335754467798425E+33
2024-01-22 15:42:59,,3.335754467798425E+33
2024-01-22 15:43:11,,3.335754467798425E+33
2024-01-22 15:43:31,,3.335754467798425E+33
2024-01-22 15:43:51,,3.335754467798425E+33
2024-01-22 15:44:21,,3.335754467798425E+33
2024-01-22 15:44:41,,3.335754467798425E+33
2024-01-22 15:45:01,,3.335754467798425E+33
2024-01-22 15:45:11,,3.335754467798425E+33
2024-01-22 15:45:31,,3.335754467798425E+33
2024-01-22 15:45:35,,3.335754467798425E+33
2024-01-22 15:45:55,,3.335754467798425E+33
2024-01-22 15:46:05,,3.335754467798425E+33
2024-01-22 15:46:26,,3.335754467798425E+33
2024-01-22 15:46:46,,3.335754467798425E+33
2024-01-22 15:47:40,,0
2024-01-22 15:48:00,,0
2024-01-22 15:48:21,,0
2024-01-22 15:48:41,,0
2024-01-22 15:49:01,,0
2024-01-22 15:49:21,,0
2024-01-22 15:49:42,,0
2024-01-22 15:50:02,,0
2024-01-22 15:50:22,,0
2024-01-22 15:50:42,,0
2024-01-22 15:51:02,,0
2024-01-22 15:51:23,,0
2024-01-22 15:51:43,,0
2024-01-22 15:52:03,,0
2024-01-22 15:52:23,,40000
2024-01-22 15:52:43,,40000
2024-01-22 15:53:03,,40.32
2024-01-22 15:53:23,,40.32
2024-01-22 15:53:43,,40.45
2024-01-22 15:54:03,,40.45
2024-01-22 15:54:23,,40.45
2024-01-22 15:54:43,,40.45
2024-01-22 15:55:03,,40.45
2024-01-22 15:55:23,,40.45
2024-01-22 15:55:43,,40.45
2024-01-22 15:56:03,,40.45
2024-01-22 15:56:23,,40.45
2024-01-22 15:56:43,,40.45
2024-01-22 15:57:03,,40.45
2024-01-22 15:57:23,,40.45
2024-01-22 15:57:44,,40.45
2024-01-22 15:58:04,,40.45
2024-01-22 15:58:24,,40.45
2024-01-22 15:58:44,,40.45
2024-01-22 15:59:08,,40.45
2024-01-22 16:00:13,,40.450
2024-01-22 16:00:33,,40.450
2024-01-22 16:17:25,,40.450
2024-01-22 16:18:11,,40.450
2024-01-22 16:18:31,,40.450
2024-01-22 16:18:51,,40.450
2024-01-22 16:44:17,,40.450
2024-01-22 16:44:37,,40.450
2024-01-22 16:44:57,,40.450
2024-01-22 16:45:17,,40.450
